Athl Country;Athl Id;Athlete;Ed Country;Ed Id;Ed Type;Ed Year;Event;F1_SCore Transfo (copie);FNR (copie);FPR (copie);PRECISION (copie);PRECISION (copie) (groupe);Prediction Correct;RAPPEL (copie);Result Id;Sex;Sport;1;ACCURACY;Age;Age Not Null;Best Rank;Calcul F1_SCORE;Calcul FNR;Calcul FPR;Calcul PRECISION;Calcul RAPPEL;Eval Pred Pred 2;Event Med Pred;Event Med Pred 2;F Rank;F1_SCORE;F1_SCore Transfo;FN;FNR;FP;FPR;Height;Height Not Null;Medal N;Medal N1;Nb Participation;NB_TRUE;PRECISION;Prediction;Proba 0;Proba 1;Rank N1;RAPPEL;TN;Total Medals;TP;TPR;Weight;Weight Not Null;Wrong Medal Prediction
Belgium;140968;Lize Broekx;Japan;61;Summer;2020;Kayak Singles, 500 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016226;Female;Canoe Sprint;1;1;28;28;;;;0;;;0;17;0;21;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
Canada;141384;Michelle Russell;Japan;61;Summer;2020;Kayak Singles, 500 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016226;Female;Canoe Sprint;1;1;28;28;;;;0;;;0;18;0;25;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
People's Republic of China;129577;Ma Qing;Japan;61;Summer;2020;Kayak Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016207;Female;Canoe Sprint;1;1;28;28;;;;0;;;0;3;0;15;;0;0;;0;0;174;174;0;0;0;1;;0;0,879694637;0,120305363;;;1;0;0;;68;68;
Belarus;121064;Volha Khudzenka;Japan;61;Summer;2020;Kayak Singles, 500 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016226;Female;Canoe Sprint;1;1;28;28;;;;0;;;0;11;0;14;;0;0;;0;0;178;178;0;0;0;1;;0;0,927098234;0,072901766;;;1;0;0;;78;78;
New Zealand;131267;Caitlin Regal;Japan;61;Summer;2020;Kayak Singles, 500 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016226;Female;Canoe Sprint;1;1;28;28;;;;0;;;0;6;0;9;;0;0;;0;0;178;178;0;0;0;1;;0;0,892006921;0,107993079;;;1;0;0;;95;95;
Australia;128974;Alyce Wood;Japan;61;Summer;2020;Kayak Singles, 500 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016226;Female;Canoe Sprint;1;1;28;28;;;;0;;;0;12;0;8;;0;0;;0;0;182;182;0;0;0;1;;0;0,927098234;0,072901766;;;1;0;0;;71;71;
Portugal;123191;Joana Vasconcelos;Japan;61;Summer;2020;Kayak Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016207;Female;Canoe Sprint;1;1;29;29;;;;0;;;0;27;0;23;;0;0;;0;0;169;169;0;0;0;1;;0;0,934351742;0,065648258;;;1;0;0;;62;62;
Portugal;123191;Joana Vasconcelos;Japan;61;Summer;2020;Kayak Singles, 500 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016226;Female;Canoe Sprint;1;1;29;29;;;;0;;;0;27;0;37;;0;0;;0;0;169;169;0;0;0;1;;0;0,934351742;0,065648258;;;1;0;0;;62;62;
Hungary;143619;Anna Kárász;Japan;61;Summer;2020;Kayak Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016207;Female;Canoe Sprint;1;1;29;29;;;;0;;;0;7;0;16;;0;0;;0;0;;174;0;0;0;1;;0;0,904854288;0,095145712;;;1;0;0;;;67;
Chile;141581;María Mailliard;Japan;61;Summer;2020;Canadian Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016276;Female;Canoe Sprint;1;1;29;29;;;;0;;;0;10;0;10;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
Austria;136532;Ana Roxana Lehaci;Japan;61;Summer;2020;Kayak Singles, 500 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016226;Female;Canoe Sprint;1;1;30;30;;;;0;;;0;29;0;34;;0;0;;0;0;169;169;0;0;0;1;;0;0,934351742;0,065648258;;;1;0;0;;62;62;
Japan;144336;Yuka Ono;Japan;61;Summer;2020;Kayak Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016207;Female;Canoe Sprint;1;1;30;30;;;;0;;;0;22;0;28;;0;0;;0;0;;174;0;0;0;1;;0;0,932456808;0,067543192;;;1;0;0;;;67;
ROC;146115;Olesya Romasenko;Japan;61;Summer;2020;Canadian Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016276;Female;Canoe Sprint;1;1;30;30;;;;0;;;0;31;0;7;;0;0;;0;0;;174;0;0;0;1;;0;0,946261450;0,053738550;;;1;0;0;;;67;
Australia;140596;Bernadette Wallace;Japan;61;Summer;2020;Canadian Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016276;Female;Canoe Sprint;1;1;31;31;;;;0;;;0;28;0;21;;0;0;;0;0;;174;0;0;0;1;;0;0,938100649;0,061899351;;;1;0;0;;;67;
Spain;142415;Isabel Contreras;Japan;61;Summer;2020;Kayak Singles, 500 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016226;Female;Canoe Sprint;1;1;31;31;;;;0;;;0;36;0;19;;0;0;;0;0;;174;0;0;0;1;;0;0,938100649;0,061899351;;;1;0;0;;;67;
Bulgaria;141315;Staniliya Stamenova;Japan;61;Summer;2020;Canadian Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016276;Female;Canoe Sprint;1;1;32;32;;;;0;;;0;29;0;26;;0;0;;0;0;;174;0;0;0;1;;0;0,938100649;0,061899351;;;1;0;0;;;67;
Serbia;131708;Milica Novaković;Japan;61;Summer;2020;Kayak Singles, 200 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016207;Female;Canoe Sprint;1;1;32;32;;;;0;;;0;29;0;14;;0;0;;0;0;176;176;0;0;0;1;;0;0,945310878;0,054689122;;;1;0;0;;74;74;
Serbia;131708;Milica Novaković;Japan;61;Summer;2020;Kayak Singles, 500 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016226;Female;Canoe Sprint;1;1;32;32;;;;0;;;0;37;0;12;;0;0;;0;0;176;176;0;0;0;1;;0;0,945310878;0,054689122;;;1;0;0;;74;74;
Poland;122394;Marta Walczykiewicz;Japan;61;Summer;2020;Kayak Singles, 500 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016226;Female;Canoe Sprint;1;1;33;33;;;;0;;;0;35;0;13;;0;0;;0;0;165;165;0;0;0;1;;0;0,938100649;0,061899351;;;1;0;0;;63;63;
Austria;116655;Vicki Schwarz;Japan;61;Summer;2020;Kayak Singles, 500 metres, Women;0;;0;;Valeur null et 0;Vrai;;19016226;Female;Canoe Sprint;1;1;35;35;;;;0;;;0;34;0;24;;0;0;;0;0;173;173;0;0;0;1;;0;0,938100649;0,061899351;;;1;0;0;;65;65;
Australia;140593;Natalya Diehm;Japan;61;Summer;2020;Park, Women;0;;0;;Valeur null et 0;Vrai;;18000087;Female;Cycling BMX Freestyle;1;1;23;23;;;;0;;;0;3;0;5;;0;0;;0;0;;174;0;0;0;1;;0;0,946762920;0,053237080;;;1;0;0;;;67;
Chile;141579;Macarena Pérez;Japan;61;Summer;2020;Park, Women;0;;0;;Valeur null et 0;Vrai;;18000087;Female;Cycling BMX Freestyle;1;1;24;24;;;;0;;;0;4;0;8;;0;0;;0;0;;174;0;0;0;1;;0;0,946762920;0,053237080;;;1;0;0;;;67;
Japan;144328;Minato Oike;Japan;61;Summer;2020;Park, Women;0;;0;;Valeur null et 0;Vrai;;18000087;Female;Cycling BMX Freestyle;1;1;24;24;;;;0;;;0;6;0;7;;0;0;;0;0;;174;0;0;0;1;;0;0,946762920;0,053237080;;;1;0;0;;;67;
ROC;146106;Yelizaveta Posadskikh;Japan;61;Summer;2020;Park, Women;0;;0;;Valeur null et 0;Vrai;;18000087;Female;Cycling BMX Freestyle;1;1;26;26;;;;0;;;0;8;0;9;;0;0;;0;0;;174;0;0;0;1;;0;0,959095343;0,040904657;;;1;0;0;;;67;
United States;147148;Payton Ridenour;Japan;61;Summer;2020;BMX, Women;0;;0;;Valeur null et 0;Vrai;;19001895;Female;Cycling BMX Racing;1;1;18;18;;;;0;;;0;3;0;17;;0;0;;0;0;;174;0;0;0;1;;0;0,878067180;0,121932820;;;1;0;0;;;67;
Switzerland;2505960;Zoé Claessens;Japan;61;Summer;2020;BMX, Women;0;;0;;Valeur null et 0;Vrai;;19001895;Female;Cycling BMX Racing;1;1;19;19;;;;0;;;0;21;0;14;;0;0;;0;0;;174;0;0;0;1;;0;0,948238484;0,051761516;;;1;0;0;;;67;
Australia;140594;Saya Sakakibara;Japan;61;Summer;2020;BMX, Women;0;;0;;Valeur null et 0;Vrai;;19001895;Female;Cycling BMX Racing;1;1;21;21;;;;0;;;0;11;0;9;;0;0;;0;0;;174;0;0;0;1;;0;0,946762920;0,053237080;;;1;0;0;;;67;
Japan;144329;Sae Hatakeyama;Japan;61;Summer;2020;BMX, Women;0;;0;;Valeur null et 0;Vrai;;19001895;Female;Cycling BMX Racing;1;1;21;21;;;;0;;;0;15;0;24;;0;0;;0;0;;174;0;0;0;1;;0;0,946762920;0,053237080;;;1;0;0;;;67;
Latvia;145102;Vineta Pētersone;Japan;61;Summer;2020;BMX, Women;0;;0;;Valeur null et 0;Vrai;;19001895;Female;Cycling BMX Racing;1;1;21;21;;;;0;;;0;16;0;21;;0;0;;0;0;;174;0;0;0;1;;0;0,946762920;0,053237080;;;1;0;0;;;67;
France;142715;Axelle Étienne;Japan;61;Summer;2020;BMX, Women;0;;0;;Valeur null et 0;Vrai;;19001895;Female;Cycling BMX Racing;1;1;22;22;;;;0;;;0;13;0;7;;0;0;;0;0;;174;0;0;0;1;;0;0,946762920;0,053237080;;;1;0;0;;;67;
New Zealand;145724;Rebecca Petch;Japan;61;Summer;2020;BMX, Women;0;;0;;Valeur null et 0;Vrai;;19001895;Female;Cycling BMX Racing;1;1;22;22;;;;0;;;0;17;0;12;;0;0;;0;0;;174;0;0;0;1;;0;0,946762920;0,053237080;;;1;0;0;;;67;
Thailand;146793;Chutikan Kitwanitsathian;Japan;61;Summer;2020;BMX, Women;0;;0;;Valeur null et 0;Vrai;;19001895;Female;Cycling BMX Racing;1;1;22;22;;;;0;;;0;18;0;23;;0;0;;0;0;;174;0;0;0;1;;0;0,946762920;0,053237080;;;1;0;0;;;67;
ROC;146104;Nataliya Afremova;Japan;61;Summer;2020;BMX, Women;0;;0;;Valeur null et 0;Vrai;;19001895;Female;Cycling BMX Racing;1;1;22;22;;;;0;;;0;22;0;10;;0;0;;0;0;;174;0;0;0;1;;0;0,959095343;0,040904657;;;1;0;0;;;67;
Canada;141370;Drew Mechielsen;Japan;61;Summer;2020;BMX, Women;0;;0;;Valeur null et 0;Vrai;;19001895;Female;Cycling BMX Racing;1;1;23;23;;;;0;;;0;12;0;8;;0;0;;0;0;;174;0;0;0;1;;0;0,946762920;0,053237080;;;1;0;0;;;67;
Ecuador;2101610;Domenica Azuero;Japan;61;Summer;2020;BMX, Women;0;;0;;Valeur null et 0;Vrai;;19001895;Female;Cycling BMX Racing;1;1;24;24;;;;0;;;0;19;0;18;;0;0;;0;0;;174;0;0;0;1;;0;0,946762920;0,053237080;;;1;0;0;;;67;
United States;147146;Felicia Stancil;Japan;61;Summer;2020;BMX, Women;0;;0;;Valeur null et 0;Vrai;;19001895;Female;Cycling BMX Racing;1;1;25;25;;;;0;;;0;4;0;4;;0;0;;0;0;;174;0;0;0;1;;0;0,887781386;0,112218614;;;1;0;0;;;67;
ROC;146105;Nataliya Suvorova;Japan;61;Summer;2020;BMX, Women;0;;0;;Valeur null et 0;Vrai;;19001895;Female;Cycling BMX Racing;1;1;25;25;;;;0;;;0;23;0;19;;0;0;;0;0;;174;0;0;0;1;;0;0,959095343;0,040904657;;;1;0;0;;;67;
Netherlands;145453;Judy Baauw;Japan;61;Summer;2020;BMX, Women;0;;0;;Valeur null et 0;Vrai;;19001895;Female;Cycling BMX Racing;1;1;26;26;;;;0;;;0;7;0;13;;0;0;;0;0;;174;0;0;0;1;;0;0,933215491;0,066784509;;;1;0;0;;;67;
Hungary;2505215;Blanka Vas;Japan;61;Summer;2020;Cross-Country, Women;0;;0;;Valeur null et 0;Vrai;;19001705;Female;Cycling Mountain Bike;1;1;19;19;;;;0;;;0;28;0;4;;0;0;;0;0;163;163;0;0;0;1;;0;0,951018521;0,048981479;;;1;0;0;;51;51;
Portugal;146013;Raquel Queirós;Japan;61;Summer;2020;Cross-Country, Women;0;;0;;Valeur null et 0;Vrai;;19001705;Female;Cycling Mountain Bike;1;1;20;20;;;;0;;;0;25;0;27;;0;0;;0;0;167;167;0;0;0;1;;0;0,949617997;0,050382003;;;1;0;0;;56;56;
Austria;2504481;Laura Stigger;Japan;61;Summer;2020;Cross-Country, Women;0;;0;;Valeur null et 0;Vrai;;19001705;Female;Cycling Mountain Bike;1;1;20;20;;;;0;;;0;26;0;;;0;0;;0;0;169;169;0;0;0;1;;0;0,949617997;0,050382003;;;1;0;0;;50;50;
Germany;143287;Ronja Eibl;Japan;61;Summer;2020;Cross-Country, Women;0;;0;;Valeur null et 0;Vrai;;19001705;Female;Cycling Mountain Bike;1;1;21;21;;;;0;;;0;11;0;19;;0;0;;0;0;168;168;0;0;0;1;;0;0,945536249;0,054463751;;;1;0;0;;57;57;
Denmark;142131;Caroline Bohé;Japan;61;Summer;2020;Cross-Country, Women;0;;0;;Valeur null et 0;Vrai;;19001705;Female;Cycling Mountain Bike;1;1;21;21;;;;0;;;0;15;0;13;;0;0;;0;0;;174;0;0;0;1;;0;0,946762920;0,053237080;;;1;0;0;;;67;
France;142729;Loana Lecomte;Japan;61;Summer;2020;Cross-Country, Women;0;;0;;Valeur null et 0;Vrai;;19001705;Female;Cycling Mountain Bike;1;1;21;21;;;;0;;;0;18;0;6;;0;0;;0;0;;174;0;0;0;1;;0;0,946762920;0,053237080;;;1;0;0;;;67;
United States;147168;Haley Batten;Japan;61;Summer;2020;Cross-Country, Women;0;;0;;Valeur null et 0;Vrai;;19001705;Female;Cycling Mountain Bike;1;1;22;22;;;;0;;;0;4;0;9;;0;0;;0;0;;174;0;0;0;1;;0;0,887781386;0,112218614;;;1;0;0;;;67;
ROC;146123;Viktoriya Kirsanova;Japan;61;Summer;2020;Cross-Country, Women;0;;0;;Valeur null et 0;Vrai;;19001705;Female;Cycling Mountain Bike;1;1;22;22;;;;0;;;0;35;0;30;;0;0;;0;0;;174;0;0;0;1;;0;0,959095343;0,040904657;;;1;0;0;;;67;
Spain;142418;Rocío García;Japan;61;Summer;2020;Cross-Country, Women;0;;0;;Valeur null et 0;Vrai;;19001705;Female;Cycling Mountain Bike;1;1;23;23;;;;0;;;0;17;0;26;;0;0;;0;0;;174;0;0;0;1;;0;0,946762920;0,053237080;;;1;0;0;;;67;
Great Britain;142989;Evie Richards;Japan;61;Summer;2020;Cross-Country, Women;0;;0;;Valeur null et 0;Vrai;;19001705;Female;Cycling Mountain Bike;1;1;23;23;;;;0;;;0;19;0;7;;0;0;;0;0;;174;0;0;0;1;;0;0,946762920;0,053237080;;;1;0;0;;;67;
People's Republic of China;141670;Yao Bianwa;Japan;61;Summer;2020;Cross-Country, Women;0;;0;;Valeur null et 0;Vrai;;19001705;Female;Cycling Mountain Bike;1;1;24;24;;;;0;;;0;6;0;34;;0;0;;0;0;;174;0;0;0;1;;0;0,901290070;0,098709930;;;1;0;0;;;67;
Denmark;142134;Malene Degn;Japan;61;Summer;2020;Cross-Country, Women;0;;0;;Valeur null et 0;Vrai;;19001705;Female;Cycling Mountain Bike;1;1;24;24;;;;0;;;0;16;0;12;;0;0;;0;0;;174;0;0;0;1;;0;0,946762920;0,053237080;;;1;0;0;;;67;
United States;147169;Kate Courtney;Japan;61;Summer;2020;Cross-Country, Women;0;;0;;Valeur null et 0;Vrai;;19001705;Female;Cycling Mountain Bike;1;1;25;25;;;;0;;;0;5;0;15;;0;0;;0;0;163;163;0;0;0;1;;0;0,893443606;0,106556394;;;1;0;0;;52;52;
Netherlands;145458;Anne Tauber;Japan;61;Summer;2020;Cross-Country, Women;0;;0;;Valeur null et 0;Vrai;;19001705;Female;Cycling Mountain Bike;1;1;25;25;;;;0;;;0;10;0;11;;0;0;;0;0;;174;0;0;0;1;;0;0,933215491;0,066784509;;;1;0;0;;;67;
Argentina;140444;Sofía Gómez;Japan;61;Summer;2020;Cross-Country, Women;0;;0;;Valeur null et 0;Vrai;;19001705;Female;Cycling Mountain Bike;1;1;26;26;;;;0;;;0;36;0;23;;0;0;;0;0;;174;0;0;0;1;;0;0,959700757;0,040299243;;;1;0;0;;;67;
Canada;141390;Haley Smith;Japan;61;Summer;2020;Cross-Country, Women;0;;0;;Valeur null et 0;Vrai;;19001705;Female;Cycling Mountain Bike;1;1;27;27;;;;0;;;0;13;0;29;;0;0;;0;0;;174;0;0;0;1;;0;0,946762920;0,053237080;;;1;0;0;;;67;
Czech Republic;142059;Jitka Čábelická;Japan;61;Summer;2020;Cross-Country, Women;0;;0;;Valeur null et 0;Vrai;;19001705;Female;Cycling Mountain Bike;1;1;30;30;;;;0;;;0;14;0;22;;0;0;;0;0;;174;0;0;0;1;;0;0,946762920;0,053237080;;;1;0;0;;;67;
Estonia;142585;Janika Lõiv;Japan;61;Summer;2020;Cross-Country, Women;0;;0;;Valeur null et 0;Vrai;;19001705;Female;Cycling Mountain Bike;1;1;31;31;;;;0;;;0;29;0;17;;0;0;;0;0;;174;0;0;0;1;;0;0,951273823;0,048726177;;;1;0;0;;;67;
Japan;144343;Miho Imai;Japan;61;Summer;2020;Cross-Country, Women;0;;0;;Valeur null et 0;Vrai;;19001705;Female;Cycling Mountain Bike;1;1;33;33;;;;0;;;0;30;0;37;;0;0;;0;0;;174;0;0;0;1;;0;0,951273823;0,048726177;;;1;0;0;;;67;
Germany;143284;Elisabeth Brandau;Japan;61;Summer;2020;Cross-Country, Women;0;;0;;Valeur null et 0;Vrai;;19001705;Female;Cycling Mountain Bike;1;1;35;35;;;;0;;;0;24;0;32;;0;0;;0;0;168;168;0;0;0;1;;0;0,947318782;0,052681218;;;1;0;0;;64;64;
United States;147167;Erin Huck;Japan;61;Summer;2020;Cross-Country, Women;0;;0;;Valeur null et 0;Vrai;;19001705;Female;Cycling Mountain Bike;1;1;39;39;;;;0;;;0;7;0;31;;0;0;;0;0;154;154;0;0;0;1;;0;0,903062172;0,096937828;;;1;0;0;;52;52;
Great Britain;142988;Anna Shackley;Japan;61;Summer;2020;Individual Time Trial, Women;0;;0;;Valeur null et 0;Vrai;;19001703;Female;Cycling Road;1;1;19;19;;;;0;;;0;14;0;18;;0;0;;0;0;;174;0;0;0;1;;0;0,949604516;0,050395484;;;1;0;0;;;67;
Chile;141582;Catalina Soto;Japan;61;Summer;2020;Road Race, Individual, Women;0;;0;;Valeur null et 0;Vrai;;19001702;Female;Cycling Road;1;1;19;19;;;;0;;;0;26;0;;;0;0;;0;0;;174;0;0;0;1;;0;0,949604516;0,050395484;;;1;0;0;;;67;
Great Britain;142988;Anna Shackley;Japan;61;Summer;2020;Road Race, Individual, Women;0;;0;;Valeur null et 0;Vrai;;19001702;Female;Cycling Road;1;1;19;19;;;;0;;;0;33;0;;;0;0;;0;0;;174;0;0;0;1;;0;0,949604516;0,050395484;;;1;0;0;;;67;
Australia;140604;Sarah Gigante;Japan;61;Summer;2020;Individual Time Trial, Women;0;;0;;Valeur null et 0;Vrai;;19001703;Female;Cycling Road;1;1;20;20;;;;0;;;0;10;0;11;;0;0;;0;0;;174;0;0;0;1;;0;0,949604516;0,050395484;;;1;0;0;;;67;
Germany;143285;Hannah Ludwig;Japan;61;Summer;2020;Road Race, Individual, Women;0;;0;;Valeur null et 0;Vrai;;19001702;Female;Cycling Road;1;1;20;20;;;;0;;;0;14;0;41;;0;0;;0;0;;174;0;0;0;1;;0;0,945521739;0,054478261;;;1;0;0;;;67;
Australia;140604;Sarah Gigante;Japan;61;Summer;2020;Road Race, Individual, Women;0;;0;;Valeur null et 0;Vrai;;19001702;Female;Cycling Road;1;1;20;20;;;;0;;;0;22;0;40;;0;0;;0;0;;174;0;0;0;1;;0;0,949604516;0,050395484;;;1;0;0;;;67;
Denmark;142133;Emma Norsgaard;Japan;61;Summer;2020;Individual Time Trial, Women;0;;0;;Valeur null et 0;Vrai;;19001703;Female;Cycling Road;1;1;21;21;;;;0;;;0;12;0;17;;0;0;;0;0;;174;0;0;0;1;;0;0,949604516;0,050395484;;;1;0;0;;;67;
Denmark;142133;Emma Norsgaard;Japan;61;Summer;2020;Road Race, Individual, Women;0;;0;;Valeur null et 0;Vrai;;19001702;Female;Cycling Road;1;1;21;21;;;;0;;;0;31;0;;;0;0;;0;0;;174;0;0;0;1;;0;0,949604516;0,050395484;;;1;0;0;;;67;
France;142728;Juliette Labous;Japan;61;Summer;2020;Individual Time Trial, Women;0;;0;;Valeur null et 0;Vrai;;19001703;Female;Cycling Road;1;1;22;22;;;;0;;;0;13;0;9;;0;0;;0;0;;174;0;0;0;1;;0;0,949604516;0,050395484;;;1;0;0;;;67;
Germany;143286;Liane Lippert;Japan;61;Summer;2020;Road Race, Individual, Women;0;;0;;Valeur null et 0;Vrai;;19001702;Female;Cycling Road;1;1;22;22;;;;0;;;0;15;0;23;;0;0;;0;0;;174;0;0;0;1;;0;0,945521739;0,054478261;;;1;0;0;;;67;
Czech Republic;142060;Tereza Neumanová;Japan;61;Summer;2020;Road Race, Individual, Women;0;;0;;Valeur null et 0;Vrai;;19001702;Female;Cycling Road;1;1;22;22;;;;0;;;0;29;0;33;;0;0;;0;0;;174;0;0;0;1;;0;0,949604516;0,050395484;;;1;0;0;;;67;
France;142728;Juliette Labous;Japan;61;Summer;2020;Road Race, Individual, Women;0;;0;;Valeur null et 0;Vrai;;19001702;Female;Cycling Road;1;1;22;22;;;;0;;;0;32;0;30;;0;0;;0;0;;174;0;0;0;1;;0;0,949604516;0,050395484;;;1;0;0;;;67;
Italy;144041;Marta Cavalli;Japan;61;Summer;2020;Road Race, Individual, Women;0;;0;;Valeur null et 0;Vrai;;19001702;Female;Cycling Road;1;1;22;22;;;;0;;;0;35;0;8;;0;0;;0;0;;174;0;0;0;1;;0;0,949604516;0,050395484;;;1;0;0;;;67;
Ethiopia;142614;Selam Ahama;Japan;61;Summer;2020;Road Race, Individual, Women;0;;0;;Valeur null et 0;Vrai;;19001702;Female;Cycling Road;1;1;23;23;;;;0;;;0;12;0;;;0;0;;0;0;;174;0;0;0;1;;0;0,940880507;0,059119493;;;1;0;0;;;67;
Colombia;141942;Paula Patiño;Japan;61;Summer;2020;Road Race, Individual, Women;0;;0;;Valeur null et 0;Vrai;;19001702;Female;Cycling Road;1;1;23;23;;;;0;;;0;27;0;22;;0;0;;0;0;;174;0;0;0;1;;0;0,949604516;0,050395484;;;1;0;0;;;67;
Trinidad and Tobago;146871;Teniel Campbell;Japan;61;Summer;2020;Road Race, Individual, Women;0;;0;;Valeur null et 0;Vrai;;19001702;Female;Cycling Road;1;1;23;23;;;;0;;;0;39;0;;;0;0;;0;0;;174;0;0;0;1;;0;0,949604516;0,050395484;;;1;0;0;;;67;
Poland;147685;Marta Lach;Japan;61;Summer;2020;Road Race, Individual, Women;0;;0;;Valeur null et 0;Vrai;;19001702;Female;Cycling Road;1;1;23;23;;;;0;;;0;41;0;18;;0;0;;0;0;;174;0;0;0;1;;0;0,949604516;0,050395484;;;1;0;0;;;67;
United States;132066;Chloé Dygert;Japan;61;Summer;2020;Road Race, Individual, Women;0;;0;;Valeur null et 0;Vrai;;19001702;Female;Cycling Road;1;1;23;23;;;;0;;;0;4;0;31;;0;0;;0;0;176;176;0;0;0;1;;0;0,893416781;0,106583219;;;1;0;0;;66;66;
Germany;143283;Lisa Klein;Japan;61;Summer;2020;Individual Time Trial, Women;0;;0;;Valeur null et 0;Vrai;;19001703;Female;Cycling Road;1;1;24;24;;;;0;;;0;6;0;13;;0;0;;0;0;170;170;0;0;0;1;;0;0,947070940;0,052929060;;;1;0;0;;61;61;
Netherlands;145459;Demi Vollering;Japan;61;Summer;2020;Road Race, Individual, Women;0;;0;;Valeur null et 0;Vrai;;19001702;Female;Cycling Road;1;1;24;24;;;;0;;;0;11;0;25;;0;0;;0;0;;174;0;0;0;1;;0;0,936731876;0,063268124;;;1;0;0;;;67;
Refugee Olympic Team;142356;Masomah Ali Zada;Japan;61;Summer;2020;Individual Time Trial, Women;0;;0;;Valeur null et 0;Vrai;;19001703;Female;Cycling Road;1;1;24;24;;;;0;;;0;24;0;25;;0;0;;0;0;;174;0;0;0;1;;0;0,961305584;0,038694416;;;1;0;0;;;67;
Costa Rica;141977;María José Vargas;Japan;61;Summer;2020;Road Race, Individual, Women;0;;0;;Valeur null et 0;Vrai;;19001702;Female;Cycling Road;1;1;24;24;;;;0;;;0;28;0;;;0;0;;0;0;;174;0;0;0;1;;0;0,949604516;0,050395484;;;1;0;0;;;67;
Mexico;145233;Lizbeth Salazar;Japan;61;Summer;2020;Road Race, Individual, Women;0;;0;;Valeur null et 0;Vrai;;19001702;Female;Cycling Road;1;1;24;24;;;;0;;;0;37;0;;;0;0;;0;0;;174;0;0;0;1;;0;0,949604516;0,050395484;;;1;0;0;;;67;
Paraguay;145855;Agua Marina Espínola;Japan;61;Summer;2020;Road Race, Individual, Women;0;;0;;Valeur null et 0;Vrai;;19001702;Female;Cycling Road;1;1;24;24;;;;0;;;0;63;0;;;0;0;;0;0;;174;0;0;0;1;;0;0,961305584;0,038694416;;;1;0;0;;;67;
People's Republic of China;2101449;Sun Jiajun;Japan;61;Summer;2020;Road Race, Individual, Women;0;;0;;Valeur null et 0;Vrai;;19001702;Female;Cycling Road;1;1;24;24;;;;0;;;0;7;0;;;0;0;;0;0;182;182;0;0;0;1;;0;0,902922715;0,097077285;;;1;0;0;;75;75;
Denmark;142132;Cecilie Uttrup Ludwig;Japan;61;Summer;2020;Road Race, Individual, Women;0;;0;;Valeur null et 0;Vrai;;19001702;Female;Cycling Road;1;1;25;25;;;;0;;;0;30;0;10;;0;0;;0;0;;174;0;0;0;1;;0;0,949604516;0,050395484;;;1;0;0;;;67;
Norway;145662;Katrine Aalerud;Japan;61;Summer;2020;Individual Time Trial, Women;0;;0;;Valeur null et 0;Vrai;;19001703;Female;Cycling Road;1;1;26;26;;;;0;;;0;7;0;20;;0;0;;0;0;168;168;0;0;0;1;;0;0,947812067;0,052187933;;;1;0;0;;54;54;
Norway;145662;Katrine Aalerud;Japan;61;Summer;2020;Road Race, Individual, Women;0;;0;;Valeur null et 0;Vrai;;19001702;Female;Cycling Road;1;1;26;26;;;;0;;;0;18;0;37;;0;0;;0;0;168;168;0;0;0;1;;0;0,947812067;0,052187933;;;1;0;0;;54;54;
Israel;143935;Omer Shapira;Japan;61;Summer;2020;Individual Time Trial, Women;0;;0;;Valeur null et 0;Vrai;;19001703;Female;Cycling Road;1;1;26;26;;;;0;;;0;15;0;15;;0;0;;0;0;;174;0;0;0;1;;0;0,949604516;0,050395484;;;1;0;0;;;67;
Belgium;140970;Valérie Demey;Japan;61;Summer;2020;Road Race, Individual, Women;0;;0;;Valeur null et 0;Vrai;;19001702;Female;Cycling Road;1;1;26;26;;;;0;;;0;25;0;;;0;0;;0;0;;174;0;0;0;1;;0;0,949604516;0,050395484;;;1;0;0;;;67;
